Journal,USD,USD cleaned
Journal of Building Engineering,"2,430",2430
Labour Economics,"2,430",2430
Clínica e Investigación en Ginecología y Obstetricia,"2,440",2440
Revue de Chirurgie Orthopédique et Traumatologique,"2,440",2440
European Review of Applied Psychology,"2,440",2440
Statistics & Probability Letters,"2,440",2440
Advances in Anesthesia,"2,450",2450
Annals of Nuclear Energy,"2,450",2450
Archivos de la Sociedad Española de Oftalmología,"2,450",2450
Astroparticle Physics,"2,450",2450
Digital Applications in Archaeology and Cultural Heritage,"2,450",2450
Journal of Quantitative Spectroscopy & Radiative Transfer,"2,450",2450
Language Sciences,"2,450",2450
Neuroscience Research,"2,450",2450
Nitric Oxide,"2,450",2450
Nurse Leader,"2,450",2450
Orthopaedics and Trauma,"2,450",2450
Perioperative Care and Operating Room Management,"2,450",2450
Transportation Research Part F: Traffic Psychology and Behaviour,"2,450",2450
International Review of Financial Analysis,"2,460",2460
Journal of the Japanese and International Economies,"2,460",2460
Physica D: Nonlinear Phenomena,"2,460",2460
Regional Studies in Marine Science,"2,460",2460
Ecological Complexity,"2,470",2470
Japan and the World Economy,"2,470",2470
Journal of Computational and Applied Mathematics,"2,470",2470
Review of Economic Dynamics,"2,470",2470
Rhizosphere,"2,470",2470
Current Research in Translational Medicine,"2,480",2480
Journal of Exotic Pet Medicine,"2,480",2480
Journal of Gynecology Obstetrics and Human Reproduction,"2,480",2480
Learning and Motivation,"2,480",2480
NPG Neurologie - Psychiatrie - Gériatrie,"2,480",2480
Photonics and Nanostructures - Fundamentals and Applications,"2,480",2480
Planetary and Space Science,"2,480",2480
Acta Ecologica Sinica,"2,500",2500
Annual Reviews in Control,"2,500",2500
Arthroscopy,"2,500",2500
Best Practice & Research: Clinical Anaesthesiology,"2,500",2500
Biophysical Journal,"2,500",2500
Bioresource Technology Reports,"2,500",2500
Clinical Neurophysiology,"2,500",2500
Clinical Nutrition ESPEN,"2,500",2500
Complementary Therapies in Clinical Practice,"2,500",2500
Decision Support Systems,"2,500",2500
Electric Power Systems Research,"2,500",2500
Endeavour,"2,500",2500
Enfermería Clínica,"2,500",2500
Engineering Analysis with Boundary Elements,"2,500",2500
Food Policy,"2,500",2500
Forensic Imaging,"2,500",2500
Gene Reports,"2,500",2500
Geothermics,"2,500",2500
Graphical Models,"2,500",2500
Hand Surgery & Rehabilitation,"2,500",2500
"Heart, Lung and Circulation","2,500",2500
Industrial Marketing Management,"2,500",2500
ISPRS Journal of Photogrammetry and Remote Sensing,"2,500",2500
Journal of Computational Science,"2,500",2500
The Journal of Emergency Medicine,"2,500",2500
Journal of Emergency Nursing,"2,500",2500
Journal of Energy Chemistry,"2,500",2500
Journal of Industrial and Engineering Chemistry,"2,500",2500
Journal of Infection and Chemotherapy,"2,500",2500
Journal of Pediatric and Adolescent Gynecology,"2,500",2500
Journal of PeriAnesthesia Nursing,"2,500",2500
Journal of Pragmatics,"2,500",2500
Journal of Radiology Nursing,"2,500",2500
Journal of the Taiwan Institute of Chemical Engineers,"2,500",2500
Journal of Vascular Nursing,"2,500",2500
Marine Micropaleontology,"2,500",2500
Materials Science in Semiconductor Processing,"2,500",2500
Medical Dosimetry,"2,500",2500
Meta Gene,"2,500",2500
Microvascular Research,"2,500",2500
Molecular and Biochemical Parasitology,"2,500",2500
Organic Geochemistry,"2,500",2500
Perfectionnement en Pédiatrie,"2,500",2500
Practical Radiation Oncology,"2,500",2500
Progress in Nuclear Energy,"2,500",2500
Revista Española de Anestesiología y Reanimación,"2,500",2500
Revista Internacional de Andrología,"2,500",2500
Science Bulletin,"2,500",2500
Seizure - European Journal of Epilepsy,"2,500",2500
Seminars in Spine Surgery,"2,500",2500
Sexual & Reproductive HealthCare,"2,500",2500
Structures,"2,500",2500
Sustainable Energy Technologies and Assessments,"2,500",2500
The Journal of Economic Asymmetries,"2,500",2500
Journal of Systems and Software,"2,500",2500
The Journal of the American Dental Association,"2,500",2500
Thermal Science and Engineering Progress,"2,500",2500
Zeitschrift für Medizinische Physik,"2,500",2500
"Discourse, Context & Media","2,510",2510
Discrete Mathematics,"2,510",2510
Information and Organization,"2,510",2510
Infrared Physics & Technology,"2,510",2510
Journal of Electron Spectroscopy and Related Phenomena,"2,510",2510
Transport Policy,"2,510",2510
Vacuum,"2,510",2510
Bioprinting,"2,520",2520
Fuzzy Sets and Systems,"2,520",2520
International Review of Law and Economics,"2,520",2520
Journal of Approximation Theory,"2,520",2520
Journal of Cancer Policy,"2,520",2520
Journal of Environmental Chemical Engineering,"2,520",2520
Journal of Historical Geography,"2,520",2520
Learning and Individual Differences,"2,520",2520
Limnologica,"2,520",2520
Physics Letters A,"2,520",2520
Radiation Measurements,"2,520",2520
The British Accounting Review,"2,520",2520
Travel Behaviour and Society,"2,520",2520
Experimental Parasitology,"2,530",2530
Journal of Differential Equations,"2,530",2530
Journal of Information Security and Applications,"2,530",2530
Computational Biology and Chemistry,"2,540",2540
Cryogenics,"2,540",2540
Journal of Banking & Finance,"2,540",2540
Tuberculosis,"2,540",2540
Additive Manufacturing,"2,550",2550
Advanced Engineering Informatics,"2,550",2550
Computer Aided Geometric Design,"2,550",2550
Habitat International,"2,550",2550
Insurance: Mathematics and Economics,"2,550",2550
International Journal of Industrial Ergonomics,"2,550",2550
Journal of Medical Mycology,"2,550",2550
Journal of Accounting Education,"2,550",2550
Journal of Atmospheric and Solar-Terrestrial Physics,"2,550",2550
Journal of Choice Modelling,"2,550",2550
Journal of Communication Disorders,"2,550",2550
Journal of Financial Stability,"2,550",2550
Journal of Multivariate Analysis,"2,550",2550
Journal of Obsessive-Compulsive and Related Disorders,"2,550",2550
Journal of Pediatric Health Care,"2,550",2550
Journal of Phonetics,"2,550",2550
Journal of Retailing and Consumer Services,"2,550",2550
Journal of Visceral Surgery,"2,550",2550
Marine Genomics,"2,550",2550
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,"2,550",2550
Pediatric Dental Journal,"2,550",2550
Radiography,"2,550",2550
Research in Social Stratification and Mobility,"2,550",2550
Superlattices and Microstructures,"2,550",2550
Surface Science,"2,550",2550
The American Journal of the Medical Sciences,"2,550",2550
The Journal of Academic Librarianship,"2,550",2550
Journal of Evidence-Based Dental Practice,"2,550",2550
Theoretical Population Biology,"2,550",2550
Thinking Skills and Creativity,"2,550",2550
Computers & Industrial Engineering,"2,570",2570
Journal of African Earth Sciences,"2,570",2570
Tourism Management Perspectives,"2,570",2570
Acta Histochemica,"2,580",2580
Annals of Physics,"2,580",2580
International Immunopharmacology,"2,580",2580
Microbial Pathogenesis,"2,580",2580
Synthetic Metals,"2,580",2580
Advances in Mathematics,"2,590",2590
Applied Mathematical Modelling,"2,590",2590
Clinical Genitourinary Cancer,"2,590",2590
Computers & Mathematics with Applications,"2,590",2590
Discrete Applied Mathematics,"2,590",2590
Economics & Human Biology,"2,590",2590
Entertainment Computing,"2,590",2590
Immunobiology,"2,590",2590
Information Economics and Policy,"2,590",2590
International Journal of Industrial Organization,"2,590",2590
Journal of Algebra,"2,590",2590
Journal of International Money and Finance,"2,590",2590
Linear Algebra and its Applications,"2,590",2590
Osteoarthritis and Cartilage,"2,590",2590
Social Science Research,"2,590",2590
Sustainable Chemistry and Pharmacy,"2,590",2590
Advances in Space Research,"2,600",2600
Aeolian Research,"2,600",2600
AEÜ - International Journal of Electronics and Communications,"2,600",2600
American Journal of Preventive Medicine,"2,600",2600
Animal Behaviour,"2,600",2600
Engineering Applications of Artificial Intelligence,"2,600",2600
Futures,"2,600",2600
Journal of Applied Geophysics,"2,600",2600
Journal of Great Lakes Research,"2,600",2600
Journal of Sea Research,"2,600",2600
Journal of Theoretical Biology,"2,600",2600
Livestock Science,"2,600",2600
Molecular Catalysis,"2,600",2600
Operations Research Letters,"2,600",2600
Paediatrics and Child Health,"2,600",2600
Parallel Computing,"2,600",2600
Research in Veterinary Science,"2,600",2600
Solid State Communications,"2,600",2600
Utilities Policy,"2,600",2600
Vehicular Communications,"2,600",2600
World Neurosurgery,"2,600",2600
Annals of Vascular Surgery,"2,610",2610
Environmental Technology & Innovation,"2,610",2610
Experimental Cell Research,"2,610",2610
Advances in Accounting,"2,620",2620
Douleurs,"2,620",2620
Geriatric Nursing,"2,620",2620
Molecular and Cellular Endocrinology,"2,620",2620
Transportation Research Part D: Transport and Environment,"2,620",2620
Clinical Lung Cancer,"2,630",2630
"Infection, Genetics and Evolution","2,630",2630
Journal of the American Pharmacists Association,"2,630",2630
Wave Motion,"2,630",2630
Eating Behaviors,"2,640",2640
Expert Systems with Applications,"2,640",2640
Physiology & Behavior,"2,640",2640
Applied Geography,"2,650",2650
Artificial Intelligence in Medicine,"2,650",2650
Atmospheric Research,"2,650",2650
Disease-A-Month,"2,650",2650
"Emotion, Space and Society","2,650",2650
Experimental Hematology,"2,650",2650
Foot and Ankle Surgery,"2,650",2650
International Journal of Adhesion and Adhesives,"2,650",2650
International Journal of Osteopathic Medicine,"2,650",2650
Optics and Lasers in Engineering,"2,650",2650
Organic Electronics,"2,650",2650
Scandinavian Journal of Management,"2,650",2650
Diagnostic Microbiology and Infectious Disease,"2,660",2660
International Journal of Obstetric Anesthesia,"2,660",2660
Journal of Immunological Methods,"2,660",2660
Acta Tropica,"2,670",2670
American Journal of Emergency Medicine,"2,670",2670
Critical Care Nursing Clinics of North America,"2,670",2670
Information Processing & Management,"2,670",2670
Journal of Geometry and Physics,"2,670",2670
Journal of Parallel and Distributed Computing,"2,670",2670
Physics of the Earth and Planetary Interiors,"2,670",2670
Transportation Research Part A: Policy and Practice,"2,670",2670
Biocatalysis and Agricultural Biotechnology,"2,680",2680
Heart Failure Clinics,"2,680",2680
Icarus,"2,680",2680
International Journal of Orthopaedic and Trauma Nursing,"2,680",2680
International Journal of Psychophysiology,"2,680",2680
Journal of Cardiothoracic and Vascular Anesthesia,"2,680",2680
Trends in Anaesthesia and Critical Care,"2,680",2680
Biochemical and Biophysical Research Communications,"2,690",2690
Chemical Geology,"2,690",2690
Child and Adolescent Psychiatric Clinics of North America,"2,690",2690
Cognitive Systems Research,"2,690",2690
Journal of International Management,"2,690",2690
Materials Science and Engineering: B,"2,690",2690
Nonlinear Analysis: Hybrid Systems,"2,690",2690
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","2,690",2690
Socio-Economic Planning Sciences,"2,690",2690
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,"2,690",2690
Annals of Pure and Applied Logic,"2,700",2700
Applied Mathematics Letters,"2,700",2700
Arab Journal of Gastroenterology,"2,700",2700
Big Data Research,"2,700",2700
Cardiovascular Revascularization Medicine,"2,700",2700
Clinical Biochemistry,"2,700",2700
Computers & Graphics,"2,700",2700
Diabetes & Metabolic Syndrome: Clinical Research & Reviews,"2,700",2700
Diagnostic Histopathology,"2,700",2700
English for Specific Purposes,"2,700",2700
"European Annals of Otorhinolaryngology, Head and Neck Diseases","2,700",2700
Flow Measurement and Instrumentation,"2,700",2700
Geobios,"2,700",2700
Healthcare: The Journal of Delivery Science and Innovation,"2,700",2700
Infant Behavior and Development,"2,700",2700
Information and Management,"2,700",2700
International Journal of Educational Development,"2,700",2700
Journal of Applied Developmental Psychology,"2,700",2700
Journal of Arthroscopy and Joint Surgery,"2,700",2700
Journal of Behavior Therapy and Experimental Psychiatry,"2,700",2700
Journal of Cultural Heritage,"2,700",2700
Journal of Destination Marketing & Management,"2,700",2700
Journal of Electroanalytical Chemistry,"2,700",2700
Journal of Engineering and Technology Management,"2,700",2700
Journal of English for Academic Purposes,"2,700",2700
The Journal of Mathematical Behavior,"2,700",2700
Journal of Neonatal Nursing,"2,700",2700
Journal of Nutrition Education and Behavior,"2,700",2700
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology","2,700",2700
Journal of Oral Biosciences,"2,700",2700
Journal of Surgical Research,"2,700",2700
Lingua,"2,700",2700
Nuclear and Particle Physics Proceedings,"2,700",2700
Nurse Education in Practice,"2,700",2700
Operative Techniques in Otolaryngology - Head and Neck Surgery,"2,700",2700
Pediatric Neurology,"2,700",2700
Peptides,"2,700",2700
Physician Assistant Clinics,"2,700",2700
Physiological and Molecular Plant Pathology,"2,700",2700
